Names	total	elements
		LOC102723709///LOC102723678///LOC101928102
		GRIK5
		ZFC3H1
		DAZL
		C5orf66
		NECTIN3
		IGFBP1
		DHX57
		ST20
		LINC01355
		LOC105371352
		ZNF766
		KIFC2
		PSAT1
		TDG
		TBC1D1
		MYCBP2
		MRPS5
		FIGNL1
		TDRD12
		CCL8
		LY6G6F///LY6G6D
		COX18
		ENTPD4
		LOC100131860
		PUS7
		FOXL2
		ZNF300
		CCDC80
		FDXACB1
		SLC7A9
		LINC01105
		LEMD1
		MED1
		GPR34
		CXCL12
		TMEM198B
		ING4
		DPH2
		USP32///USP6
		LINC01442
		ULBP2
		ZDHHC5
		CEP76
		ZNF71
		C19orf12
		C15orf57
		AKAP9
		NGLY1
		IGLC1
		NCBP2
		SLC20A1
		SIL1
		LINC00937
		GADD45GIP1
		ASB6
		FEN1
		WDR72
		CAPRIN2
		EFEMP2
		A1BG
		MAGEA6
		PCM1
		NLGN1
		NOB1
		STRBP
		HELLS
		LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA
		TMEM260
		FAM69A
		NAV1
		PIGN
		LOC389906
		AEBP1
		RBM22
		BAG2
		LINC00342
		DBF4B
		ABCA17P
		LOC101930405///IGHG1
		ISM2
		RAD54L
		ZNF256
		LOC100128727///DGKI
		MSI2
		TMCC1
		SPDYE2B///SPDYE6///SPDYE5///SPDYE2///SPDYE1
		PLEC
		SMG5
		LRRC7
		PCDHB16
		DKFZP547J0410
		NCAPD2
		FAM172A
		FAM90A1
		LOC105371920
		PRSS23
		DCP2
		ASNS
		RPL18
		EXTL3-AS1
		PPP4R3A
		POLR1D
		LRRC37A3
		SPATA20
		TMEM177
		ABCB4
		LINC00926
		PC
		USB1
		SETDB2
		MXD3
		OR51E1
		TNFRSF10B
		RABEP1
		TBX19
		CDK5R1
		IKBKE
		HIF1A
		PRO2012
		NR2F1-AS1
		LINC00957
		SHFM1
		PKMYT1
		DUT
		KIF18A
		LINC00610
		STAG3L2///STAG3L3///TRIM73
		SLC41A2
		KHSRP
		SLC25A19
		TNFRSF11A
		TRAC
		OXER1
		CBLN4
		FCRL4
		VSX1
		CAMK1D
		ZNF280B
		LOC102724951///LOC389831
		C19orf54
		ARMCX6
		DYNC1I1
		PMS2P5
		SERAC1
		WRN
		KRT8P12
		LOC285178
		TNRC6C
		KMT2A
		FAM210A
		SCML1
		LOC102724364///LOC100996517///SEC22B
		ACSF3
		RAB13
		TMEM201
		ETAA1
		AKT1S1
		MIR1204///PVT1
		MLLT10
		PHF14
		C2CD2
		NRIP3
		ERCC6
		EIF2AK4
		LBX2-AS1
		THOC6
		PRDX2
		WDR76
		PRMT3
		SUPT20H
		ZFAND3
		RHBDL2
		PPAT
		MBLAC2
		TCERG1L
		FAM133A
		SNAI3-AS1
		TMEM198
		ZDHHC14
		KIAA1614
		OTUD7B
		ZFP64
		LYNX1
		TXLNGY
		XG
		SLC39A3
		SUGP2
		DISP2
		CFHR2
		DDX51
		ZNF626
		HEXIM2
		ITFG1
		AZIN2
		CBLN3
		SUFU
		MIR4307HG
		LIN37
		ZNF587
		NKAIN2
		XKR6
		LOC105374042
		WDR5
		RARG
		CECR6
		MYO7A
		ACVR1B
		DOCK5
		CD96
		C11orf24
		CCDC15
		FAAP100
		TIMM44
		DSEL
		DGCR6L
		MIR612///NEAT1
		ILVBL
		MLH3
		OFCC1
		RNF186
		FAM83D
		MAGEL2
		SLC29A2
		PRELID1
		LOC101060604///NPIPA5///SMG1P3///NPIPB5///SMG1P1///LOC613037///NPIPB4///SLC7A5P1///NPIPB3
		FAM162A
		C19orf24
		SMG6
		ORAI2
		DEAF1
		AMN
		HCRP1
		ITGA11
		ZNF700
		DDX60L
		RUNX1-IT1
		GAS7
		TSSK1B
		ZNF680
		HAVCR1P1
		LOC100505549
		TNFAIP2
		ZNF607
		HERC4
		LOC441081
		LOC105372255
		DRAP1
		ADPRM
		TOMM40L
		MMD
		PHF20L1
		MCM3AP
		NOG
		NIT2
		PLCD3
		PPP2R2B
		CXorf40B///CXorf40A
		C19orf60
		GBAP1
		JAK1
		HOXB9
		HOTS
		ITGA9
		VANGL1
		ACSL6
		MFSD4B
		QSER1
		TOR1AIP2
		KCNB1
		LYRM4
		SLC25A28
		DDX58
		TIMM13
		ZNF462
		TTC23
		UGP2
		ANKIB1
		MTRF1
		INTS6L
		MCM6
		ECHDC2
		ZC3H10
		COL6A3
		LINC00518
		PLEKHA4
		CH17-360D5.1///NPY4R
		MYPOP
		RP9P
		WDR18
		HSD17B12
		DPY19L4
		LINC00537
		CAMKK2
		LINC01578
		EGLN3
		FBXO45
		LOC102724387
		ERCC6L
		CUX1
		MUC5AC
		CERS1///GDF1
		EIF3K
		MALAT1
		PLB1
		RNF130
		CKAP5
		LOC101060386///BOLA2///SMG1
		CPSF4
		UCHL5
		ULK3
		ENC1
		AIM2
		POP5
		SPDYE2
		LINC00911
		PPIE
		VOPP1
		SNORD114-3
		LOC100505716
		MORC2
		PIGW
		TMEM132B
		ZFP69
		FOXD1
		DSN1
		LOC145783///ZNF280D
		IL11
		YIPF5
		GPRC5B
		TCF7
		CTAGE1
		LOC101927699
		TDO2
		SAMD9
		FLG-AS1
		KRT6B
		TRBC1
		ZNF490
		ARID4B
		SETX
		YKT6
		GMDS
		SPARC
		DDR2
		WWP2
		ZNF326
		LINC01616
		ASB7
		BOLA1
		LOC101928916///NNMT
		LINC01296///DUXAP10///DUXAP8
		SPATC1L
		DERL1
		TTC9C
		FBXL18
		LINC01426
		ADAM22
		IL20RB
		PRSS36
		ZNF579
		TNFSF9
		PPFIA4
		CNIH3
		LOC100506100
		FICD
		KCNJ5
		TBCD
		CPEB2-AS1
		LOC100128343
		PRICKLE1
		LARS2
		TRIM59
		ZNF12
		PPP1R18
		FTCD
		CTHRC1
		UHRF1
		GPC6
		RAET1E
		DNAJC24
		WNK1
		CDKN2A
		SGO2
		CARMIL2
		DLX1
		LOC283887
		RECQL4
		NKX3-2
		HAS1
		RASGRF2
		TRPS1
		CASP2
		ATP5E
		ADGRF4
		TFPI2
		GTF2H3
		MFSD9
		YTHDC1
		STAG3L4
		LHX2
		CSF1R
		AGMAT
		ATAD5
		STK38
		ADAMTS5
		RBP1
		LOC100134445
		ARID4B///RBM34
		FAM58A
		ZKSCAN7
		ITGB2-AS1
		TNFSF14
		LOC102723701
		FBXO32
		PNN
		RBM43
		PAM16
		TXNDC17
		GATM
		NUP62
		SESN2
		PLXDC1
		AP4E1
		RASA3
		KIF3C
		PGD
		CDH4
		CDKN3
		ARHGEF10
		GAD1
		ZNF133
		PPP1R26-AS1
		LOC102724718
		FJX1
		DHX36
		NUDCD1
		PHTF2
		CCDC112
		SYTL3
		NDC1
		DPP10
		GOLGA4
		PYCRL
		IWS1
		PCGF1
		SLC22A9
		LOC102724250///LOC101930059///NBPF15///NBPF11///NBPF1
		SNAP91
		CELF4
		PNPO
		TMF1
		LINC01296///DUXAP10
		SFRP1
		RMI2
		STXBP3
		P3H3
		SCML4
		ARHGAP22
		TMED4
		MROH1
		MIB1
		ATG14
		C17orf51
		B3GAT3
		LINC01362
		ZNF678
		ADD2
		PMS2CL///PMS2
		URM1
		LRIG2
		SKA2
		USP1
		TRAP1
		LOC101929268
		ATMIN
		STARD7-AS1
		SAR1B
		ZNF420
		RBL1
		PAK2
		GLS2
		SCARNA17
		ATP2B1
		GATA4
		LOC101927204
		FAM64A
		ATF7IP2
		INCENP
		SMAD5
		FCHSD1
		CAMK2N2
		C12orf73
		PTGIS
		MDM4
		PATL1
		8-Sep
		ATRN
		SLC25A53
		ZNF788
		HAPLN1
		RANGAP1
		LOC101929774
		TNNT1
		CCDC88A
		NADK2
		LOC101927338///KCNQ1OT1
		SLC35B4
		HELQ
		SLC16A12-AS1
		ARNT2
		NRSN2
		SPOCK1
		LOC101060275///NPIPA5///NPIPB5///NPIPB11///LOC613037///NPIPB4///NPIPB3
		DCAF8
		CDCA8
		H2AFY
		ZNF638
		HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A
		LOC100653149///LINC01296
		CEP250
		INSL3
		VPS33A
		PIGX
		FAM106A
		LOC100287387
		POLR2G
		PSTPIP1
		CNTNAP1
		CYP26A1
		UTP20
		UBXN10-AS1
		APOL2
		ZNF492
		TESMIN
		PPIAL4C///PPIAL4A///PPIAL4G
		LOC100287576///DGCR5
		HSD17B1
		AHDC1
		PRADC1
		ZNF785
		SLC7A6
		TMEM151A
		ADAM12
		IGF1
		ITPK1
		NUP155
		GAS5
		POLK
		PAK1
		RBM15
		AHSA2
		FRAS1
		ATP9B
		TPX2
		PRKRA
		ID2B
		MESDC2
		LOC101929147
		LYG1
		NEPRO
		C15orf48
		DDX11
		TAF9B
		IGF2BP3
		HOXD11
		ERCC6-PGBD3///PGBD3///ERCC6
		MRGPRF-AS1
		DHX35
		SLC33A1
		ANKRD13B
		TRIM33
		SP140L
		G2E3
		ZNF806///ZNF285
		TCF25
		RPPH1
		LOC102723532///LOC101927079///LOC727924///OR4N4
		HCN1
		HTN1
		CD2BP2
		PAPOLA
		C1orf27
		TOP3A
		RAB3IP
		LINC00665
		BAK1
		COX6C
		TSNAX-DISC1///DISC1
		NSMCE2
		ZNF208
		HIST1H4E
		GPR143
		ZNF576
		UNC5A
		ATP5D
		TMEM39A
		HOXA1
		MIR4435-2HG
		RPS5
		PI4KB
		LRRN2
		ANP32E
		HOXA13
		PCOLCE
		BET1L
		LOC401442
		LAX1
		ZNF182
		ATG2B
		SPPL2B
		PCDHAC1
		B4GALNT1
		ARHGAP21
		OR7E19P
		SAAL1
		HOXA10-HOXA9///MIR196B///HOXA9
		PUM3
		HOOK3
		HNMT
		PCGF3
		GINS1
		BAHCC1
		HCST
		NASP
		SMO
		GLT8D2
		SDAD1
		ENOX2
		FLJ45482
		TENM4
		ZIC2
		CPNE5
		MCUB
		PARP16
		OGDH
		GAREM2
		MACROD1
		GSS
		ZFP14
		CBX3P2
		SIX5
		NECTIN2
		ZCRB1
		DSCC1
		ANLN
		RHOC
		PNMA6A
		CARNS1
		ZNF529
		OXLD1
		DDB2
		MRPL52
		SPIRE2
		MKNK1
		CCDC124
		BMT2
		ALKBH2
		GOLGA3
		TRA2B
		MGAT4B
		MIR6824///SLC26A6
		ZNF345
		GLE1
		EXOSC2
		MYL12A
		LAIR1
		CCDC57
		LAMTOR2
		EVI2A
		GTF3C3
		IL17RC
		RBPJ
		TRUB2
		NDUFC2-KCTD14///NDUFC2
		ZNF280C
		MAGEA10-MAGEA5///MAGEA5
		C3
		LINC01410
		ASAP1-IT1
		ZNF598
		FOXA2
		SLC6A15
		FRMD6-AS1
		POLR1E
		FRMD5
		C1orf216
		EP400
		RNF217
		USP3-AS1
		UBR3
		DNM1
		NOP9
		LOC101930655///C7orf73///SLC13A4
		NPW
		PLIN2
		LOC101929964///LINC01184
		ZSCAN16
		SPPL3
		RBFOX1
		GLYR1///SEPT6
		CARMIL1
		TPCN1
		NFKB2
		PCDH7
		ZNF75A
		RPLP1
		GHET1
		MIR6785///TMEM94
		P4HA3
		LRRC4C
		DENND1A
		ORAI3
		FAM76B
		QPRT
		ZNF605
		PSMD3
		NUP37
		LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14
		RAB35
		LOC101929504
		NPM1
		TMEM117
		OR52D1
		PRPS2
		DNMT3B
		CELF1
		ADRA2A
		DHFR2
		EDRF1
		PDCL2
		CCT8
		POGZ
		LOC401261
		FYB
		CA5BP1///CA5B
		RAD18
		ZNF334
		WT1-AS
		FRA10AC1
		IRF3
		PIP4K2B
		MRGPRF
		MRPS12
		DLGAP4
		MBD5
		APPBP2
		BACE2
		OXTR
		FAAP24
		CPEB1
		KDM5A
		ACOT7
		SUV39H2
		TGIF2-C20orf24///C20orf24
		IKZF3
		TMEM87B
		SEC11C
		TMEM14C
		FAM47B
		ZNF467
		DYNC1H1
		LOC103611081
		NACAD
		PTGES
		LL0XNC01-116E7.2
		RPL32
		ANKRD10-IT1
		MFAP5
		PLD1
		C12orf4
		CDC6
		CST3
		KDELC1
		LOC642846///DDX12P///DDX11
		CHI3L1
		VASH1
		SAPCD2
		ITFG2
		MIS18BP1
		IGFBP7-AS1
		1-Sep
		ARL2BP
		ARL6IP6
		GLA
		UBXN7
		CCDC18
		ZNF320
		HMGB3P1
		PLA2R1
		COG3
		CBFA2T2
		SNORD88C///C19orf48
		HIST1H1A
		SAC3D1
		PRRG1
		ITPRIPL2
		ADAMTS2
		BRD8
		TMED9
		TRPV5
		WDR12
		LOC105378577
		APOBEC3B
		GABRQ
		MED12
		NR2C2
		CARS
		AGTRAP
		AURKA
		TBC1D9B
		AP3B1
		AHCYL1
		LOC101929876///LOC100996747///RPS26P11///RPS26
		MTR
		FN1
		ZNF425
		DPH6-AS1
		ZNF7
		DDX24
		FRMPD3
		ZNF672
		RGSL1
		UBQLN2
		NEK6
		ZNF275
		SORCS2
		PGM2L1
		PRRX1
		ANKRD52
		FAM83H
		FAM229A
		ZNF805
		MITD1
		PFKL
		AURKB
		FAM189B
		SNORA60///SNORA71E///SNHG11
		ASAP2
		OSBPL10
		LANCL2
		CAPN6
		NUAK1
		LOC101927513
		ZFP41
		CCL26
		ASXL2
		RALGPS1
		NCOA3
		SLC16A1-AS1
		SPCS3
		SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3
		EFNA2
		TP53I13
		DEF8
		CHAF1A
		SLC17A9
		ZFPM2
		SYTL4
		PAFAH1B3
		ZNF107
		GRWD1
		MOSPD1
		POC1A
		CCDC77
		CYHR1
		C12orf65
		SIRT2
		ZNF417
		NFRKB
		FANCA
		LOC401320
		VTI1A
		PCBP3
		SMG8
		OR2H1
		EEPD1
		LOC102724250///NBPF26///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14
		ATP8B4
		BMP8A
		ZGRF1
		NSD1
		LINC00960
		GNRH1
		IL1A
		FBLL1
		PDGFD
		CNDP2
		KCND3
		TRIL
		KRT77
		TMEM79
		GTF3C5
		ITGB1
		RBM26
		LOC81787
		RIMBP2
		ANKRD22
		IFT43
		OR1J2
		XRCC4
		RARS2
		RABGEF1
		THY1
		P2RY8
		C17orf89
		FNTB
		ZNF827
		TRAPPC2
		AURKAIP1
		LMAN2L
		DISC1FP1
		DPP7
		DGAT1
		C7orf49
		SNORA64///RPS2
		GABPB1-AS1
		RAD54B
		ATG7
		PQLC2
		LINC00887
		LRR1
		GPATCH11
		LINC00842
		IGFLR1
		LOC101927592
		HERC2P7
		POM121L9P
		SPDL1
		TRPA1
		TRABD2B
		WIPI2
		CEMP1///AMDHD2
		PEX26
		LOC100127972
		SLC7A4
		ARFGEF2
		MAP1A
		NEFL
		KLK4
		TMEM176A
		GALNT2
		EME2
		TMEM69
		TRAPPC5
		DND1
		ANKRD17
		IL21R
		H2AFY2
		TGIF2
		VEZT
		DNMT3A
		ZNF783///LOC155060
		CD200
		NCKAP5L
		ORMDL1
		WNK4
		SLC7A6OS
		RUNX1T1
		CTSK
		DKK4
		IL4I1
		USP35
		LOC102724809
		LRRC61
		LRCH4
		TRPM2
		AGAP4
		PSIP1
		CHTF18
		ZFP90
		SLC30A7
		SMCHD1
		LOC101929511
		LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW
		POP7
		UGT2A3
		LINC01000
		ZNF565
		SURF4
		NACA
		LOC389834
		NUDCD2
		LOC101060604///SMG1P3///SLC7A5P2///SLC7A5P1
		LRRC3///LRRC3DN
		SPATA9
		CILP2
		LOC101930053///LOC101930048///VLDLR-AS1
		EDA2R
		KIAA0485
		DNA2
		NARFL
		CLN6
		TMCO6///IK
		DMXL1
		PTPN14
		TRIM42
		APTX
		PP13439
		GPR1
		SCFD1
		FAM53A
		EPHB3
		GEMIN4
		DLEU2
		ITGB8
		GAP43
		KCNMB3
		ERC2
		WDCP
		PRKACB
		C20orf166-AS1
		PAPD4
		THEM4
		PDE3A
		RASGEF1A
		PCBD2
		TRANK1
		GXYLT2
		RCN1
		CPB1
		LOC90784///POLR1A
		XYLT2
		CTU2
		TPD52L1
		FCRLB
		LIMS1
		ZWINT
		ZNF664-FAM101A///FAM101A
		TRUB1
		TMPRSS11D
		MFAP3L
		PIK3CD
		SLC7A11
		DERL2
		TUBB2B///TUBB2A
		SHISA8
		DCUN1D2
		LOC101928460
		ABHD18
		EOMES
		CEP68
		PAX2
		SCARF2
		VPS53
		PCDHB13
		SPERT
		ZNF530
		LINC01103
		ZBED6
		C1orf131
		TXNDC12
		LOC101927958
		FRMD4A
		SAR1A
		MCTP2
		LCMT2
		ORC5
		TNFRSF8
		TMEFF2
		C7orf25///PSMA2
		GPR18
		PIGK
		ASAP1-IT2
		RNPC3
		TIMP1
		GTSE1
		PTPN9
		PFN4
		ZDHHC8P1
		DEFT1P2///DEFT1P
		RPS24
		UCK1
		TTC27
		PYROXD1
		FIGN
		MIR4680///PDCD4
		6-Sep
		KNOP1
		NUF2
		PWWP2A
		ARID2
		DAPK1-IT1
		CD86
		RCC1
		C1orf220
		CKMT2-AS1
		GYG2
		LINC00672
		BROX
		MIATNB
		PIP5K1C
		POU2F2
		ZNF417///ZNF587
		NAA40
		MSTO1
		CNKSR2
		FUT8
		IBSP
		LOC100130872///SPON2
		NNMT
		ALKBH7
		NUFIP1
		ZNF74
		FAM104A
		RHBDL1
		LINC01448
		ARGLU1
		KIRREL3-AS2
		STAT1
		PTTG1
		TMEM62
		COL8A1
		IGFBP5
		LOC400958
		LOC729324
		EPHB1
		CREB3L4
		CASP8AP2
		C8orf59
		MMP12
		NME4
		CDCA5
		TNFRSF25
		UBE2T
		SLC2A1
		LINC01351
		MIR4647///SLC35B2
		POGLUT1
		RECQL5
		SSR4
		RGS1
		TEPSIN
		GREB1L
		PARP8
		ZNF215
		SLC26A6
		ZNF862
		BBX
		PDE7B
		C14orf180
		LOC100130429
		EFEMP1
		TNRC6B
		TIMM8A
		PIGB
		ALS2
		PCSK1N
		ABCB8///ASIC3
		CYTH4
		IGSF21
		ECT2
		SLC25A42
		PCDHB6
		GALNT15
		OLFM2
		MMP11
		USP40
		LINC00623///LINC00869
		RASSF8-AS1
		DUSP23
		DCAF12L2
		CD14
		ZFX
		CCDC167
		XCL1
		LRFN4
		CYP4A22///CYP4A11
		GPR155
		VPS29
		RTEL1-TNFRSF6B///TNFRSF6B
		CARHSP1
		PLPP4
		BBOX1-AS1
		LOC100506142
		HERC1
		ZNF577
		DOCK1
		NPAS2
		SNORA37
		INPP5F
		PRSS3P2
		IQGAP3
		SHC2
		SDS
		CGREF1
		BLNK
		VASH2
		INPPL1
		COL9A3
		DIAPH3
		CASC7
		IFFO1
		GGH
		CDC27
		VPS35
		DBP
		ZNF664
		VAC14
		PSMD9
		TMEM178B
		SOGA1
		SNORA68///RPL18A
		SIKE1
		PARP15
		ZNF563
		C1S
		ZNF638-IT1///ZNF638
		ZCCHC6
		GGACT
		FLJ30679
		WDR61
		MRPS10
		HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI
		TRPM7
		RABIF
		SLC25A2
		PFAS
		TMED3
		PDIA2
		PPIL3
		NUCKS1
		IP6K2
		DKFZP586B0319
		U2AF2
		ZNF528
		EBI3
		MIR6836///SNX8
		EFNA5
		MTFR2
		ZNF555
		ZMYND19
		FOXJ3
		LOC101929902
		CENPE
		LOC100288637///ARHGAP11B
		YAE1D1
		CRABP2
		CNTLN
		GATA3
		PALM
		IL17RD
		TFAM
		RALGAPB
		CDC14B
		CMSS1
		LOC150596
		KCTD4
		GTF2H1
		FLCN
		HECTD1
		PCDHGB7
		VKORC1L1
		TAS2R5
		TLN2
		ZNF493
		UROC1
		INS-IGF2///IGF2
		HDAC4
		NGEF
		SYCP2L
		HS3ST3B1
		STK36
		SFXN1
		MZT2B
		TEP1
		ROMO1
		NEUROD2
		YAF2
		SMKR1
		C6orf163
		TYMSOS
		KIAA1644
		PYURF///PIGY
		PRSS2
		AMFR
		LOC105373150
		PGF
		LOC100996412
		GHRLOS
		ISLR
		RNF216
		NARF
		UTP18
		DDX31
		POSTN
		TNRC6A
		ZNF793
		GTF2A2
		CYP27B1
		ZNF691
		RBM45
		TACC3
		UGGT2
		APOPT1
		OXSM
		ZC3HC1
		PLAT
		NUPL2
		SPTY2D1
		TNFSF11
		HOXB4
		ICMT
		SLC22A7
		LINS1
		CASC15
		SUSD3
		MYEOV
		RFPL3S
		BTN2A2
		ADAM28
		ADAMTS15
		THBS4
		ARHGAP1
		TCL1A
		MEX3A
		ZNF268
		ENOX1
		RRP1
		DOK1
		FCHO1
		HOXD10
		CXCR3
		TMEM136
		ARL4D
		TRIM66
		CSH2///CSH1
		SRPX2
		CTLA4
		CBR3
		MTMR4
		ANKRD36C
		SNX9
		UBAC2
		C19orf52
		TTC39A
		RAB40AL
		LOC101928403
		GLMN
		LOC100652930///STX16-NPEPL1///NPEPL1
		SIRPA
		UQCC3
		TRIM52
		ZNF786
		IGFBP6
		CSMD2
		SAMD11
		C10orf2
		TYW5
		TLR7
		MRPL55
		OR4F29///OR4F21///OR4F16///OR4F3
		AGAP6
		RNASE7
		POLDIP2
		ACTL10
		RAB3GAP2
		MIR31HG
		PDLIM4
		REXO4
		ZNF142
		DCBLD1
		FAM132A
		LINC00523
		LINC00189
		NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3
		GPRIN1
		KYAT1
		PRG2
		C1QTNF6
		PRSS55
		GBP1
		TENM3
		LINGO2
		OPCML
		DTYMK
		ALDH16A1
		ZNF408
		BOD1L1
		CEMIP
		SLC39A13
		LOC101929305
		LOC101930243///LOC101929865
		QTRT1
		COPG2
		RTP5
		CCNT1
		WDR53
		HELB
		SLC35E1
		PLEKHG4B
		CTPS1
		PAOX
		TMEM108-AS1
		ELOVL2
		HDAC8
		NLRP11
		LINC00115
		RNASEH2B
		ESCO1
		TRA2A
		LOC101928152
		JADE2
		ADORA3
		ZFYVE28
		TRNT1
		PIK3R2
		LOXL1-AS1
		NSUN6
		ANKRD44
		LACC1
		EBF2
		SP2
		SMPD3
		DNAJC21
		FOXS1
		RASL11B
		PSMB4
		RACGAP1P
		SART1
		ZNF483
		C11orf45
		MGC12488
		LMBR1L
		PCMTD1
		NDUFA1
		MYCN
		ZNF573
		TBX18
		PCDHGA8
		RHOT2
		RALGPS2
		PPP1R9B
		DPP9
		METTL26
		FER
		LOC388692
		GSDMB
		LIG1
		EXTL3
		NID2
		HYLS1
		DNM2
		EHMT1
		LSM8
		TMEM97
		SUZ12
		VARS
		PDE6B
		CXorf21
		IL17RA
		GGCX
		STRA6
		TCEA1
		ARPC4
		GALNT14
		LMNTD2
		HDGFRP2
		ROBO3
		LOC553103
		LINC00910
		LINC00466
		MZF1
		ANKLE1
		CNIH4
		GGCT
		MPV17
		SLC35D1
		COL16A1
		POP1
		COA7
		LOC100506639
		JMJD4
		OR1F2P
		GPX8
		CD70
		ALG8
		PDXDC1
		ST3GAL4-AS1
		TMEM200B
		LOC105378568
		MRPL27
		BCL2L2-PABPN1///PABPN1
		SETD1B
		SBK1
		VASN
		TFAP2A
		NFS1
		NUP107
		TIMELESS
		MYOZ3
		ADAM18
		DDX10
		TMED10
		FBXL7
		FAM133DP///FAM133B
		IL1RN
		CSNK1G1
		ZNF26
		YIF1A
		MAFB
		DLGAP5
		C12orf45
		WAC-AS1
		RABEPK
		RAD51AP1
		GAPDHP62///ANKRD46
		HKR1
		RC3H2
		MIR7112///BOP1
		NACC1
		TWIST2
		MIR6831///APBB3
		ESCO2
		GFER
		NKPD1
		LINC01153
		GMCL1P1///GMCL1
		GPR85
		MAN1B1
		GOSR2
		UBE2Z
		RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2
		NR2C1
		SLC25A10
		STK19
		PCYOX1L
		GLI2
		ALDH1A3
		CCL5
		LOC100506548///RPL37
		CLSPN
		NR1D1///THRA
		NAV3
		MNT
		KIAA1024
		OR51E2
		ZNF628
		LOC101927345///LOC101060632///LOC101059949///ANKRD20A12P
		LOC100128288
		ZNF564
		RPS10-NUDT3///NUDT3
		EXOSC4
		PAXBP1
		ZCCHC11
		C16orf87
		FIZ1
		EME1
		FNTA
		KIAA1211
		ZNF782
		SUCO
		SPANXB1
		PPA2
		ZNF512B
		ZNF729///ZNF43
		SRA1
		IMMP2L
		BAG4
		GTF2I
		ZNF469
		DYNC2LI1
		DGKE
		ICE2
		SLC7A1
		LOC101928844
		IGSF9B
		KIRREL3
		USP36
		F5
		LINC00467
		FAM78B
		TPM2
		CPNE1
		MEI1
		MIR3652///HSP90B1
		SEMA4F
		NUDCD3
		RPL37A
		PDZD11
		CPS1
		S100PBP
		SLC35F2
		HAPLN3
		CDKN2C
		ACACB
		RASSF8
		AGPAT5
		LOC102724985///PDXDC2P///PDXDC1
		GHRHR
		ABCB6
		MRPS25
		ASPHD2
		RABGAP1L
		FCGR1A
		CD47
		MAPK8IP3
		C9orf40
		TRPV3
		ASXL1
		IDH1
		AZI2
		BOC
		MIR4683///FZD8
		RBM39
		ANO8
		MIRLET7BHG
		WDR90
		MIR186///ZRANB2
		SHC1P1
		RGS17
		MRPL42
		VRK3
		FASTK
		ABCC1
		LMF2
		WFDC8
		PCBP2
		LOC100996735///LOC100996732///LOC654342///LOC645166
		LINC01341
		CAPN15
		MRGPRG-AS1
		NUP205
		SYCE1L
		UBFD1
		LINC00638
		KCND2
		ELP2
		WIPF1
		INPP4A
		IGF2R
		PCAT7
		ATP8B3
		COLGALT1
		ADPGK
		SBF2-AS1
		CWC15
		AGBL5
		PFDN4
		KLHL11
		TXNL4B
		LOC101929378
		LOC103344931
		UBE3A
		SNORD104///SNORA50C
		SNRNP200
		ZBTB3
		NCAN
		LOC101928000
		SHOX2
		LOC101929592
		CPT1C
		ZNF252P
		EXOC7
		CLEC11A
		TSPAN4
		NLE1
		AP5S1
		TAF15
		C11orf84
		SLC22A24
		HAMP
		MED19
		PFKFB4
		GRIA4
		IDE
		LOC101060553
		PLVAP
		PAGR1
		HTR2A
		UBTF
		RAB18
		COL8A2
		MIR7703///PSME2
		SEMA6B
		SERP2
		POU2F1
		MLLT11
		APC
		CCDC152
		FAM111B
		SEC61B
		KRT84
		P2RX7
		RSL1D1
		SBNO1
		SLC39A1
		LOC105376360
		GNA12
		LIMK1
		SEC24A
		IFITM1
		PIGC
		PMCHL1
		ZBTB25
		TTLL5
		FBXO28
		DTX3
		SUN5
		EPHA10
		LOC286359
		LDOC1
		ADAM11
		NRK
		ERGIC2
		LOC100288152
		LOC100310756
		ATP6V0E2
		REG3A
		NALT1
		RPRM
		LOC105375273
		LOC105375240
		MRPL30
		COL27A1
		ZFP42
		C8orf33
		HAVCR2
		MCM8
		PHLDB2
		SPIN2B///SPIN2A
		PLAUR
		TEX11
		SCAF4
		MUM1
		BHLHE41
		IGK///IGKC
		LACTB
		LOC102724870
		EPM2AIP1
		SYT16
		HACD2
		RBM28
		ANKS3
		CD3E
		APRT
		PRR9
		PCSK7
		MSANTD4
		ZNF883
		CEBPZOS
		GIGYF1
		POLA2
		TP53RK
		FBXL13
		IGLL5///IGLV@
		NOL10
		FLJ23519///RNH1
		ERCC6L2
		RUFY2
		LOC101928309
		TCOF1
		EVL
		HIST1H3D///HIST1H2AD
		HGF
		C4orf46
		REEP2
		PYCARD
		TMEM256
		HSPA12A
		CAPZB
		ERC1
		RPEL1///RPE
		TRMT5
		TMEM176B
		SCO1
		ZNF850
