Names	total	elements
		TTTY8B///TTTY8
		LOC100505498
		ANKRD26P3
		KIAA0226L
		CENPJ
		ATP6AP1L
		TNRC18
		PITX1
		VRK2
		CELSR3
		OMD
		HOXB8
		FBXO46
		ZNF568
		NDRG2
		EHBP1L1
		CELF5
		LOC105376805
		SUCLA2-AS1
		APBA2
		GRIP1
		SAMD10
		NDUFB8
		FLJ13773
		LOC100129098
		IGSF9
		EP400NL
		PSTK
		WNT6
		LINC01432
		MYCBPAP
		NECAB2
		RGS20
		CENPL
		TRAM2
		VWCE
		ZNRF4
		ZNF419
		LXN
		TIGD2
		IGLJ3
		MMP23A///MMP23B
		ELAVL2
		FAM160B1
		GPATCH8
		SIX2
		HPS1
		KIAA0930
		KIF4A
		ZMYM5
		ZNF586
		POLR3G
		KCTD13
		KLHL28
		RCAN1
		IRF7
		FBXL20
		LOC101928371
		MGC40069
		LOC105373738
		PCDHGA10
		SLC38A9
		LYPD8
		LOC101928457
		ACAP3
		HIST1H3E
		RFNG
		TNFRSF17
		RBM7
		POLR1A
		DPYSL4
		SIRPG
		SCARNA2
		BICD1
		PLEKHM3
		LOC101927826///FBXO41
		LOC100507577///LONP2
		HBP1
		TNNT2
		ANKDD1A
		JRK
		PHGDH
		XIAP
		PRSS30P
		AQP11
		BDP1
		ZBED6CL
		RPS29
		EMC9
		ATP6V0A2
		LOC100507855///AK4
		DOPEY2
		SDHD
		NF1
		COX10-AS1///LOC100506974
		SQLE
		MGC57346
		DAGLB
		SEPHS1
		YTHDC2
		KIAA1551
		EMC3-AS1
		LOC100507616///CLLU1
		PARD6G
		MCM10
		TCF19
		XXYLT1
		GTF2H2B
		TPGS1
		CACNG2
		CLIP2
		ERMARD
		BTBD9
		KDELR1
		FOXN2
		NT5E
		GALNT9
		BEGAIN
		VPS16
		FOXRED1
		GK5
		NOTCH2
		SIGLEC1
		SULF2
		CEP164
		ZNF136
		LINC01021
		MGP
		CCDC144A
		TRAIP
		ERCC8
		NUDT22
		NUB1
		PCED1A
		FBXO3
		CMKLR1
		FAM72A///FAM72D///FAM72B///FAM72C
		TYMS
		MAB21L2
		IGHV4-31///IGHM///IGHG1///IGHA1
		ZFAS1
		NOL4L
		RPL39
		CPA4
		MELK
		ZNF681
		COMTD1
		FAM122B
		ZNF551
		MIR6805///RPL28
		DNAJC4
		CDK16
		LINC-PINT
		BSDC1
		ARSK
		RABL6
		HOTAIRM1
		FOLR2
		PHPT1
		CD72
		ZNF480
		LAMA1
		PPP6R2
		FAM96A
		RTP1
		LINC00622
		NDC80
		RNF175
		ZBTB41
		AHCTF1
		GRIN2A
		PCNX2
		CCDC14
		TUFM
		SGO1
		KRT33B
		SNRNP48
		ZNF18
		NR4A3
		YJEFN3
		DECR2
		SUPT16H
		DTWD2
		GAS1RR
		UNKL
		LINC01213
		POP4
		OIP5
		SOX15
		CCNA2
		TMEM132A
		LOC100128108
		ALPK1
		MRPS18C
		RPLP2
		FGF22
		SPNS1
		ZFP1
		E2F7
		WDPCP
		VPS50
		LOC100288911
		L3MBTL4-AS1
		SLC23A3
		MFSD14B
		BGN
		GAL
		APOBEC3F
		LINC00997
		COCH
		MIR1292///SNORD110///SNORD86///SNORD57///NOP56
		RAVER1
		RDH11
		SH3GL1
		SLC25A39
		MBD2
		PIGT
		PSRC1
		LOC284395
		PCDHGA4
		ATG3
		KIF5C
		ADAMTS17
		C17orf62
		BLK
		NPHP3
		MMP1
		SFXN3
		FSD1
		ZNF611
		MAGI2-AS3
		CA12
		CBX2
		TFAP2A-AS1
		WNT16
		CRTAP
		DDX50
		ADAMTS6
		TK2
		LINC00662
		CDC40
		STMN1
		RBM14-RBM4///RBM4
		PRELID2
		ELK4
		CCZ1B
		TRIM6
		CD109
		CKS2
		UBE2QL1
		CR1
		EBP
		HMBS
		SLC25A15
		MRO
		ADAMTS12
		TDP1
		AVL9
		RFK
		LOC727820
		FOXG1
		LOC644656
		TRIM24
		TBC1D16
		PABPN1
		SLCO1C1
		PLXNA4
		GRIN3A
		DEPDC1
		ASPN
		PTCD2
		SMOC2
		FAM83A
		CABP7
		ZDHHC17
		NDE1
		NBPF10///NBPF8///NBPF11
		KDM4A
		PHAX
		SMG1P5
		MZT2A///MZT2B///PHGDH
		NCK1-AS1
		STK24
		SCTR
		AAAS
		VPS26B
		GSR
		PAQR7
		CACNA1C
		FAM20B
		TMCO6
		SP7
		PDCD6
		AMPH
		INTS7
		ZNF775
		BRI3BP
		PLBD2
		EIF2AK2
		CST4
		LINC00900
		C10orf55
		MSC-AS1
		SLC12A7
		RBM4B
		ZNF84
		HOXD8
		LINC01139
		GRAMD1B
		LOC107984282
		ATP11B
		LOC100996919///CD8B
		NLGN4X
		POLR3A
		RPE
		EXOC4
		NARR///RAB34
		LALBA
		SPRR2C
		F2RL2
		TRMT1
		LOC100996506
		MMP3
		WDR70
		EMB
		URGCP
		SLC35F5
		LMNB1
		RRN3P3
		TELO2
		RINT1
		KRTAP1-3
		PCDHB14
		FAM19A5
		CD276
		F13A1
		BRCA2
		XPO6
		C6orf89
		TUBB2B
		RNF31
		ENTPD6
		LOC101927410
		SDSL
		SLC31A1
		LOC101928409
		HAUS1
		MIR34A
		ST7L
		ZNRF2P1
		RNASEH2C
		LOC642620
		CBX4
		NDUFB7
		CALM3///CALM2///CALM1
		FOXN3
		ADCYAP1
		PFKFB2
		SP110
		TMED7-TICAM2///TICAM2
		ENTHD1
		IL10
		AGRN
		FAM171B
		CNTNAP3P2
		DCAF4
		DXO
		TSKU
		CKMT1A///CKMT1B
		EEF1E1-BLOC1S5///BLOC1S5
		KCNS2
		CHD7
		DEFB106B///DEFB106A
		TLE3
		PSMB7
		GMDS-AS1
		LRP1
		ZNF790-AS1
		API5
		ANKH
		LOC102723648
		THUMPD3
		RFT1
		ELP6
		ZNF16
		POLR1B
		RFPL1S
		SH3PXD2B
		PTBP3
		TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1
		ATP13A2
		NAGLU
		DDI1
		MIR452///MIR224///GABRE
		SPRY1
		PAX6
		MIR503///MIR424///MIR503HG
		MYSM1
		SCG2
		TRIM4
		CDON
		IGKC
		MMP14
		SLC17A6
		MDM2
		NETO1
		BIVM
		LHX4
		GALR3
		AKT2
		LINC00334
		LOC100506282
		ZC3H8
		CPXM1
		FBXO9
		OR5L2
		SNX5
		EEF1D
		METTL6
		RAB6A
		AFAP1
		CDK13
		PACS1
		SIRT5
		DZIP1
		TMX3
		TTTY7B///TTTY7
		SEC22C
		FXYD5
		GPR161
		TIAM2
		LRFN1
		HIST1H2AJ
		CCNB2
		FAM134A
		LOC101930630///STRC
		LOC100291323
		DNPEP
		PCNP
		RPL15
		TRAPPC11
		HOXB-AS1
		LOC101928623///LOC401320
		FANCM
		HOXC4
		NAA38
		LNPK
		RMDN1
		NEO1
		STAB1
		C14orf37
		MELTF
		GLT8D1
		LOC100506123///LOC100506076
		OSBPL7
		SNORD19B///GNL3
		LAT
		LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1
		PIF1
		DNAJC25-GNG10///DNAJC25
		SCARNA15
		CDT1
		IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
		CD28
		DIABLO
		ZNF624
		ARMC9
		LRP8
		TGFBRAP1
		CENPW
		LOC101929122
		NFE2L3
		MIR99AHG
		MINPP1
		RGS11
		HOXC10
		TTL
		ENPP7
		LINC00304
		PSMD6
		FKBP3
		ADGRG2
		PLEKHB2
		EPYC
		ZNF544
		TRIM11
		D2HGDH
		C1RL-AS1
		LOC101060424///LOC653786///OTOA
		DEGS1
		HM13
		MPP6
		TBL1XR1
		SP140
		SZT2
		ANKRD36
		DDIAS
		TNFSF8
		SCARA3
		PPP2R2A
		TOM1L1
		PVALB
		BCAT2
		TMEM167A
		LINC00869
		MFN1
		RTCA
		C7orf61
		C11orf80
		FAM134C
		COMP
		ACTG1P4///RNPC3///AMY2B
		LPCAT4
		TMEM52B
		FARSA
		ABCC5
		PLEKHG5
		CMAS
		MOCOS
		CMTR1
		SLC30A1
		SRGAP1
		LOC105379499///FLJ45482
		LINC01094
		LINC00452
		SLC6A8
		CCNE2
		CDC45
		MBTD1
		MGC24103
		C16orf72
		FUT11
		DIO2
		FLJ11710
		MPLKIP
		MYDGF
		TAF11
		ARF5
		CCDC136
		ZNF121
		TARBP2
		MTHFD1L
		MBTPS2
		RBM5
		GUF1
		LINC00598
		HRH1
		HCG18
		NUDT16L1
		CHEK2
		GAL3ST4
		LOC100505622
		GDF11
		GCN1
		ADH4
		WDR27
		TMEM200C
		BMS1P6
		CDAN1
		RBMX2
		LOC100130815
		TGS1
		SEL1L2///GPR37
		BTBD18
		LINC01018
		PKHD1L1
		FBXL17
		DCAF13
		PDZD2
		HTRA1
		ZNF585A
		KLHL31
		TRIM52-AS1
		PRIM2B///PRIM2
		KANSL3
		CHST12
		HHLA3
		UPK3BL///POLR2J3///POLR2J2///POLR2J
		GUSBP11
		ID2
		P2RY10
		SLC24A1
		ZNF160
		B3GALT6
		ZNF688
		MIR155///MIR155HG
		DHX29
		GCOM1///POLR2M
		LOC101929740///ZNF37A
		PDE10A
		PCDHB9
		RHOQ
		INHBE
		TCTE3
		CCDC85C
		MESP1
		ZNF720
		GPAM
		XRN1
		LIN9
		ESYT2
		VSTM2A
		SLAMF7
		HEATR6
		RUNX2
		LOC100505784
		GPR84
		FCRL5
		ZNF99
		INTS2
		FDCSP
		ZNF561///ZNF562
		LRP12
		SEC14L2
		CROCCP2
		OGFOD1
		SDC3
		ZBTB8B
		LOC728613
		LOC101928191
		SOX6
		ZFYVE16
		RPUSD2
		LOC100505635
		HIST1H2AB
		LOC339803
		POLE
		E2F2
		POLH
		MAPK11
		TBC1D22A
		PLEKHA2
		PDE4DIP
		TMUB1
		L3HYPDH
		GAS1
		DGKA
		TNFRSF18
		LOC401021///HOXD4///HOXD3
		CXCL10
		NLRP8
		SLC35G2
		MED31
		MCF2
		TRPM3
		FRG1JP
		STK32B
		FECH
		RHD///RHCE
		ZNF532
		TPT1-AS1
		HAND2-AS1
		SLC35C1
		CKAP2L
		FBLN7
		RSPRY1
		SLFN11
		SYDE1
		C16orf58
		BRMS1L
		ERO1B
		PANK2
		ASH2L
		DNAH8
		SGK494
		NHS
		ADAP2
		SLC1A3
		CABYR
		FNDC10
		DDHD1
		ZNF594
		SHPK
		RGS12
		NUDT13
		PTTG3P
		C1orf53
		MAMDC4
		LOC730268///LOC285074
		RBMXL2
		CLIP3
		CHIC1
		ACAP2
		PPP4R2
		SLC39A10
		KCNV1
		CDCA2
		PTGFRN
		ZMYM2
		TAB3
		LOC101927673///OTUB1
		ILDR2
		SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29
		MARCKSL1
		KIAA1586
		LOC101930279///FLJ42351
		ZNF252P-AS1
		ZNF496
		TRAF3IP3
		SNHG22
		SPIN3
		GTF2H2C///GTF2H2B///GTF2H2
		KIZ
		MPHOSPH9
		CLEC2D
		LOC102723692
		CD84
		LOC101927829
		FAM168A
		PHKG1
		MRPS21
		ZNF567
		RARRES1
		NPM3
		SNHG3///SNORA73A
		ZNF660
		ITCH
		KLHL42
		ERMN
		NREP
		STRA13
		SIM2
		RPP25
		HIST1H4H
		GABRA5
		SBSPON
		CCDC71L
		CELSR2
		ZNF37BP
		TNRC6C-AS1
		TBRG1
		KIRREL
		STAM2
		AJUBA
		IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
		LOC619427
		MAGEA12
		MAF
		CIAPIN1
		PDGFRA
		TRMU///GTSE1
		DOK5
		TET1
		PTRH2
		STAMBP
		ZNF668
		ADAT1
		STAMBPL1
		CENPI
		TTC14
		CCNF
		SRM
		ANKRD33B
		NOVA1
		OTULIN
		AKAP8
		LOC100996741///LINC00869
		HADHA
		MVB12A
		DDX27///SS18
		ZNF135
		CHURC1
		LOC101930107///LOC730268///LOC285074///ANAPC1
		LOC100653137///CDH23
		PLEKHF1
		DLG5
		TIMM50
		COL26A1
		HDAC10
		LOC101928140
		SMARCAD1
		FAM95A
		FRG1BP
		LOC107985971
		OIP5-AS1
		FNDC3B
		SND1-IT1
		RNMT
		VMA21
		ASTN1
		JAKMIP3
		MIR675///H19
		PCDHGC3
		SWI5
		PMS2P2
		SUZ12P1
		ATRNL1
		BOLA3
		RPAP2
		CENPK
		MIA3
		LOC101929964
		MED26
		UBE2Q2L
		KDM2B
		MAPKBP1
		CPE
		HARS2
		TRIM46
		TUBGCP5
		PIDD1
		LOC90768
		HPSE
		C8orf49
		POLD1
		RFFL
		VIPAS39
		PDCD1LG2
		SNRPB2
		ERICH1
		ST6GAL1
		POM121C
		APBA3
		VWA9
		ZNF404
		PMS1
		EIF3E
		MUC3
		NSMAF
		HOXA11
		SLC25A51
		HAUS7
		ZNF814
		ATP2B3
		LRRC27
		LY9
		RAB10
		LOC105373958
		ZNF570
		WRNIP1
		COL24A1
		CNOT3
		SDF2L1
		LOC102724275
		IGFBP3
		SFT2D2
		C16orf70
		KIF22
		DCN
		ZNF625-ZNF20///ZNF625
		NINJ1
		LOC101930655///C7orf73
		SEC61A2
		SFXN4
		HIST1H1D
		ZNF703
		MYL6B
		SNORA72
		CDKN2AIPNL
		ACTN1
		AMPD2
		MRPL36
		SLC13A3
		BBIP1
		PITPNC1
		HAUS3
		MKS1
		RSF1
		POU3F3
		NCOA7
		LONRF1
		ODF3B
		SLC30A3
		CEP128
		NKX2-2
		MCM3AP-AS1
		HMGXB3
		LINC00663
		MDS2
		ZNF804A
		C14orf2
		ANKRD13D
		GDF7
		RNA45S5
		GALNS
		PNMA3
		DOCK7
		TMLHE
		HIST1H1C
		FAM20C
		CENPVL2///CENPVL1
		TSFM
		TSPAN17
		TPR
		ZSCAN20
		FOXP1-IT1
		BNC2
		SLC45A1
		KRBA1
		MAGED1
		WDR3
		HOXB7
		C15orf54
		MCPH1
		C9orf3
		LOC101060521///POLR3E
		PTDSS2
		ALG1
		SFXN5
		ATXN2L
		LOC101928673
		ADAMTSL1
		ZNF675
		CWF19L2
		RFC5
		NEMP1
		DDX56
		TWIST1
		TRAM1L1
		LOC105378732
		LOC285097
		PAX5
		LOC101060604///SMG1P3///SMG1P1///SLC7A5P1
		AAK1
		ZNF682
		FBXO2
		JRKL
		SVIL-AS1///PTCHD3P1
		AKT3
		LY96
		EEA1
		ADCK5
		KLK3
		LTBP3
		ABTB1
		CTTN
		UTP15
		MYBBP1A
		PROCR
		PHKB
		PASK
		ZNF697
		TBC1D8B
		LOC101930489///MIR4435-2HG///LINC00152
		RBAK
		KMT2C
		TMEM147
		ITGB5
		ZNF503
		SYT4
		DIO3OS
		GGT5
		XPO7
		C9orf62
		KCNE4
		TMEM37
		SLC38A11
		PCDHGA3
		ARFGAP1
		THEMIS
		AP1S1
		LOC81691
		NCLN
		BOLA2B///BOLA2
		LYPLAL1
		COL12A1
		TMEM206
		MEDAG
		ZNF17
		LINC01512
		CHST3
		ZNF251
		VEGFB
		YPEL2
		RHBDD1
		LOC284513
		LOC401433///NUB1
		COLQ
		NRXN2
		UQCRC2
		PLGLB1///PLGLB2
		ACKR3
		NCR3LG1
		CPSF2
		ALPK2
		SAFB
		RFX2
		RDM1
		PIGM
		FANCD2
		HECW1
		HMGB1
		ZNF519
		MFSD3
		METTL1
		MIR1282///HYPK///SERF2
		RAP1GDS1
		LZTS2
		CCDC51
		PLXNA3
		CDC25A
		CEP295
		XRCC2
		BLOC1S5-TXNDC5///TXNDC5
		RCN3
		ESPL1
		PTGER3
		EML2-AS1
		ARHGEF10L
		ATOX1
		MAP4
		BCL2L12
		KIF26B
		ZNF225
		STT3A
		DNASE1
		LPP
		ZNF485
		IL12RB1
		DFFB
		RAE1
		SLC22A18AS
		DLGAP1-AS1
		THEM6
		LRP3
		BID
		MACF1
		CXCL14
		LINC00839
		TGFB2
		MRPL4
		NUFIP2
		TMEM160
		MBNL2
		ZDHHC2
		MROH2A
		PXT1
		ADGRB2
		TAF4B
		LZTR1
		ARVCF
		MEX3B
		TRIO
		NUBP2
		RAB42
		DEPDC1B
		C1QC
		TM9SF1
		ZNF783
		MMP13
		ZNF85
		POU4F2
		GPR107
		KDM4D
		FAM43B
		SMARCC2
		TRAC///TRAJ17///TRAV20///TRDV2
		TFDP2
		FAM234B
		UCN
		AMBRA1
		FLJ41455
		USF2
		TIMM23B///TIMM23
		NAXE
		DEPDC7
		POLG2
		ITLN1
		LOC102725451///TPTEP1
		LOC728554///THOC3
		ZNF248
		PTK2B
		NUDT10
		C5orf24
		SH2D1A
		MYO3B
		LOC100509445///LOC728715///OVOS///OVOS2
		TBC1D31
		TPP2
		GINS3
		FKBP7
		STRADB
		ATAD2B
		ST6GALNAC5
		KIAA2022
		ARHGAP17
		KCNIP3
		TRPM8
		GPNMB
		TTF2
		TIGD6
		AKR1B10
		SLC39A14
		URB1
		ZSCAN30
		LOC101928963
		GPR137B
		FCGR2B
		PNPLA4
		BCO2
		TOP3B
		TMEM60
		PDLIM7
		MSL3
		CLDN11
		MIR6716///PHLDB1
		MXRA8
		ABHD4
		ARHGEF12
		CCR9
		LOC149684///BPI
		SCYL1
		SLC35F6
		UAP1L1
		RPP40
		SYNGR3
		LNPEP
		SMAD3
		YARS2
		APCDD1L
		TBC1D12
		NAPG
		RHD
		FBXO22
		ALMS1-IT1
		FAHD2CP
		ZNF581
		DDX27
		PLP2
		PLCG1
		ANKRD10
		SLC16A7
		FAM192A
		CACNB3
		NEK4
		ZRANB3
		DCBLD2
		PRKAR2A
		RBM33
		LINC00461///MIR9-2
		KATNAL1
		PAQR6
		MAGEE1
		DSG2-AS1
		FBLIM1
		LOC100287015
		MAGI2-IT1
		PLTP
		CTIF
		LCE1B
		DFNB59
		LOC158863
		DNAJA4
		GLRX2
		ZFP37
		SNORA21
		FAM89B
		ZNF154
		HSPBAP1
		CSTF3
		BORA
		SLC15A4
		MRPL12
		RPL12
		ZC3H3
		WIZ
		DDAH1
		CCDC137
		CHEK1
		LOC374443
		LRRC58
		NEIL3
		ZNF8
		COPA
		LOC647070
		RTN3
		KIF11
		FZD2
		PTHLH
		PCDHB8
		PHC3
		UBL7-AS1
		TNFRSF11B
		EXO5
		COA6
		UBLCP1
		KIAA1143
		PDE6D
		STK4-AS1
		LRRC37A2
		MIR10A
		LMF1
		SLCO3A1
		DUSP2
		ZNF692
		KBTBD6
		DHDDS
		APOL4
		LARS
		MRPL28
		STMN3
		SYN1
		CECR9
		SLC35G4///SLC35G3///SLC35G5
		LETM1
		ABCB4///ABCB1
		USP10
		NIPSNAP1
		SND1
		MFI2-AS1
		KNSTRN
		CHD3
		RNASE2
		PI4K2A
		MED8
		WDR75
		ZSCAN26
		KLRA1P
		ZFAND4
		HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD
		IGHM///IGHG1
		MRGPRX2
		ZNF81
		SNRPA
		LOC101927305
		CCM2
		TAP1
		ZNF311
		SPICE1
		FCRL3
		ARHGAP4
		LOC100507353///CACNA1A
		EHMT2
		EPN2-IT1///EPN2
		ZNF382
		STRIP2
		EXOSC10
		LINC01116
		INTS8
		ECE2
		EPHA5
		WTIP
		TRIM39-RPP21///RPP21///TRIM39
		FOLR1
		GTPBP3
		THAP8
		PACS2
		TCF12
		POU4F1
		SNRPF
		ARL4C
		MIR15A///DLEU2
		SCD5
		LOC102724156
		ZNF641
		LSG1
		MSTO2P///MSTO1
		FBRSL1
		ARMC8
		GRIN2C
		LOC100996693///SPEG
		PCDHB11
		DHRS13
		CBR4
		KIFC1
		EMC3
		POC5
		MCHR2-AS1
		SMC1A
		MAFG-AS1
		DSC2
		LPXN
		IDNK
		MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2
		TRIM65
		PUS1
		TMEM74
		OLFM1
		LDAH
		RET
		MASTL
		FADS2
		ENAH
		MID1
		FCGR1B
		RCC2
		SPANXA2///SPANXA1
		FAM224A///FAM224B
		MAMSTR
		DBF4
		TSHZ2
		CROT
		MIR424///MIR503HG
		KHK
		EFNB3
		RDH5
		MIR3681HG
		TMEM8A
		STOX2
		IREB2
		DNAH1
		PDCD7
		ZNF566
		ABCC4
		PDRG1
		SSR3
		FAM69B
		MSI1
		PPP4R3B
		FSBP///RAD54B
		LLGL1
		MS4A6A
		PCLO
		DYRK2
		ARIH2
		ANXA9
		GUSBP9///GUSBP3
		DNAJC7
		NOL3
		NMRAL1P1
		ARNTL2
		ASAP3
		ZNF595
		BHLHE22
		NLRP13
		CD180
		POLA1
		ASPH
		EWSAT1
		TMPO
		KIAA1524
		GNAT3
		LOC284219
		PVRIG
		MAP4K1
		LOC100130417
		EARS2
		ADGRL1
		PKD1L2
		NOTCH2NL
		ANKRD42
		LOC100132356
		UBR5
		LOC79160
		ZNF502
		GP6
		LINC00525
		GET4///SUN1
		LEF1
		PRR14L
		RNF113A
		SIM1
		NHP2
		SATB2
		ZFHX4
		ADAMTS19
		ATP6V1G2-DDX39B///SNORD84///DDX39B
		BLID
		EIF2S3
		AP2A1
		TH
		COL6A2
		LRRC37A8P
		FZD7
		ANKS1B
		FLJ45513
		PPHLN1
		TBC1D2B
		HSF2BP
		AKAP10
		TIGIT
		MGC57346///CRHR1-IT1
		RPAP3
		PLEKHG3
		CPSF3
		FRMD6
		DGKZ
		TCP11L1
		CWF19L1
		SULT1A1
		ANK2
		HCG8///ZNRD1ASP
		RIF1
		FKBP10
		MIR100HG
		VLDLR
		BOLA2
		SRBD1
		INVS
		SAMD8
		LINC01599
		LOC100128198
		HPS3
		NAA50
		SMIM7
		TMEM209
		SPR
		HOXA10
		ANGEL1
		CARS2
		NGB
		SAMD9L
		LZTS1
		UNK
		RHBDL3
		CSNK1G2
		SLIT3
		CD27
		LOC101927196
		YDJC
		DEFB105B///DEFB105A
		PHF19
		ADAMTS14
		COX20
		CACUL1
		HSPA6
		ZNF518A
		3-Mar
		NT5DC4
		ZDHHC12
		ANXA2R
		PPP2R5C
		SYNJ2
		TPCN2
		WDR36
		ATN1
		CA5BP1
		SLAMF8
		VPS9D1
		ZNF578
		TDH
		PARPBP
		CRISPLD1
		DDX52
		TMUB2
		SLC36A4
		GPR176
		NEK1
		TNK2
		AGK
		MIR4697///MIR4697HG
		LOC643201
		EBF3
		EIF5A2
		MIR6878///TARS2
		NFKBID
		SEZ6L2
		EGFLAM
		STX7
		BCAR1
		ATXN3
		TRIM27
		TMEM214
		FBXO5
		FAM83C
		IER5L
		OXR1
		PAK3
		TGFBR1
		RNF187
		GARNL3
		MRC2
		SLIRP
		WDR4
		SFMBT2
		VPS33B
		UACA
		NAA10
		NDUFAF7
		EBF1
		POMGNT1
		MRPL35
		DUSP5P1
		PARD3-AS1
		TICRR
		LOC729732
		PYCR1
		CENPBD1
		SLC30A4
		C5orf34
		ATM
		LOC101927830///TMLHE-AS1
		KLF12
		TRMT13
		FAM69C
		BLOC1S3
		TINAG
		RUNDC3B
		SCAMP5
		LRRC15
		DCAF7
		GNAS-AS1
		POLR3E
		RNFT2
		NDFIP2
		CDCA7
		USP45
		THG1L
		GABRA2
		LOC100130207
		ANKRD36BP2
		KLHL4
		LOC339166///WSCD1
		CCDC127
		MTERF1
		DENND5B
		SSTR3
		PRO1596
		LOC101929141///CCDC144CP///CCDC144B///CCDC144A
		PYGO2
		SSR4P1
		KCNJ10
		RDH16
		ZBTB11-AS1
		DHX37
		MCRIP1
		C3orf80
		CDC20
		TMEM106A
		CENPN
		SLC26A11
		STYX
		FTSJ3
		ATG13
		LYPLA2
		CINP
		FAM30A
		NMT2
		C8orf88
		OSGEPL1
		FCHSD2
		RRP1B
		SERPINB9P1
		ZNF195
		ZNRF2
		THOP1
		PER3
		SCARB1
		LINC01122
		ARMC10
		TTC7A
		DHX34
		VARS2
		GREM1
		UTP23
		KERA
		LINC00158
		SLC35C2
		CCNT2
		UBE2B
		PLK4
		NUMBL
		MST1
		RFC4
		ABLIM2
		LOC105370746
		RAB7B
		JAZF1
		IGFL2
		PLOD3
		ELMOD2
		SULT4A1
		KAT2A
		CCDC130
		LOC102725068
		KDELR3
		SRP19
		MMEL1
		KRI1
		TRAPPC10
		LOC149401
		PUS7L
		POLQ
		SOAT1
		SPAG4
		MRPS30
		MR1
		FFAR1
		ATL3
		MIEF1
		ARHGAP23
		KRT6A
		ZNF184
		ADAM21
		GDPD1
		WDFY1
		ZNF267
		SIGMAR1
		TSPAN5
		PABPC4L
		PRR11
		ATAD3A
		SKA1
		SLC9B2
		ZRANB2
		FBXL8
		GABPA
		CXorf38
		CAMK2G
		ZNF260
		PTAR1
		LPAR2
		CSRNP3
		MTMR9
		MCCC2
		TRIM58
		TAS2R14
		GLMP
		VPS8
		LOC100130078
		LOC101928195///LOC100996643///MTHFD1L
		MTX3
		HNRNPC
		ISG15
		CCDC142
		LYPD1
		ZCCHC14
		SF1
		ZMYM3
		ZBTB14
		BCAS4
		TGDS
		NUP210
		CASP3
		ASB15
		ITGB3BP
		FAM120C
		ISY1
		FAM200B
		CACNA2D3
		SCLY
		FAAP20
		ZNF831
		SAA2-SAA4///SAA2///SAA1
		TRIM59///IFT80
		ENTPD5
		CNOT9
		RNF213
		LYPD6
		SUCLG1
		DHX9
		PMS2P8
		KCTD20
		MIR4656///AP5Z1
		HSD3B7
		PKN2
		VDR
		PODNL1
		ZNF333
		AGO1
		CLDN12
		SPESP1
		RAB3GAP2///AURKAPS1
		ITGAM
		EML2
		OR5P3
		L1CAM
		SKA3
		MIR3934///UQCC2
		SRCIN1
		SH3RF2
		MST1R
		TMA16
		TIGD7
		PLCXD1
		CREB3L2
		CPA1
		PTMA
		GNL3L
		GTPBP8
		ELOVL2-AS1
		UHRF1BP1
		LOC100505912
		MIR664B///SNORA56///DKC1
		DUSP19
		PPP1R2
		OPLAH
		KRT14
		TMPPE///GLB1
		PGAM5
		KREMEN2
		TBL1X
		PRDX3
		HNF1A
		MOV10
		EDIL3
		MIR6834///PFDN6
		LOC100505874
		SEMA5B
		LINC00624
		LOC400043
		C19orf66
		LINC00302
		LATS2
		MS4A1
		TMEM9
		ZNF174
		PEX2
		LINC01503
		OSTC
		GPATCH1
		DSC3
		RCCD1
		NT5C3A
		TMEM65
		ANAPC11
		LOC401068
		NIFK
		PMEL
		PLCG2
		CAPZA1
		EXOSC1
		H2AFB1///H2AFB2///H2AFB3
		CDYL2
		THRIL///BRI3BP
		HTR2B
		LINC00674
		NCS1
		STX1A
		TGFB3
		ELK1
		NAP1L3
		C17orf58
		MYO3A
		SERPINE2
		CDO1
		ADAM33
		MAPK6
		COX6B1
		MGAT2
		FAM198B
		SLC5A6
		NTMT1
		RNFT1
		SHPK///TRPV1
		NUDT11
		PYGL
		NUCB2
		GRIK1
		FRMD1
		LOC100288570
		MTA3
		SYT6
		FPGS
		CERS5
		ID4
		KCNJ4
		WHAMMP2///WHAMMP3
		ZNF354B
		NFIX
		SLX4
		GAL3ST2
		REG4
		IQCA1
		AIFM2
		YBEY
		SEPSECS
		TIMM10
		RNASE3
		DIP2B
		PIK3CG
		NLN
		TPP1
		SASS6
		GJA3
		RREB1
		PABPC1L
		TMPRSS5
		BRAT1
		STIL
		UBE2C
		NQO1
		SP1
		ZSCAN2
		MND1
		AXIN2
		DENND1B
		SLC35E4
		ZBTB1
		GTF2F1
		CHKB-AS1
		SRRM3
		RPS15A
		SLITRK5
		TAF1
		GINS4
		FAM173B
		NDST2
		CD79A
		METTL22
		LOC101929047///HERC2
		PPME1
		ATP6V1E2
		EFHB
		CKLF
		PDDC1
		HOXC9
		RUSC1
		KDM4C
